JD,flux,obs
 2454054.6991499997675419,      1.0471284,Catalina
 2454054.7030580001883209,      1.0312598,KELT
 2454054.7056800001300871,      1.0864251,Catalina
 2454054.7075749998912215,      0.9992173,KELT
 2454054.7120989998802543,      1.0334181,KELT
 2454054.7166240001097322,      1.0282716,KELT
 2454054.7211469998583198,      1.0201311,KELT
 2454054.7256649998016655,      1.0574018,KELT
 2454054.7301889997906983,      0.9942054,KELT
 2454054.7347140000201762,      0.9960650,KELT
 2454054.7392380000092089,      0.9798152,KELT
 2454054.7441759998910129,      1.0092673,KELT
 2454054.7549160001799464,      1.0297841,KELT
 2454054.7602869998663664,      1.0201554,KELT
 2454054.7656560000032187,      1.0381931,KELT
 2454055.3305999999865890,      1.0000000,AAVSO
 2454055.6466259998269379,      1.0346464,KELT
 2454055.6511499998159707,      1.0401788,KELT
 2454055.6556759998202324,      0.9912701,KELT
 2454055.6610400001518428,      1.0679821,KELT
 2454055.6664080000482500,      1.0605235,KELT
 2454055.6717779999598861,      1.0413579,KELT
 2454055.6771479998715222,      1.0318681,KELT
 2454055.6792529998347163,      1.0248767,KELT
 2454055.6837769998237491,      1.0433550,KELT
 2454055.6883020000532269,      1.0460196,KELT
 2454055.6928269998170435,      1.0429896,KELT
 2454055.6973430002108216,      1.0299021,KELT
 2454055.7018670001998544,      1.0741973,KELT
 2454055.7063890001736581,      1.0255948,KELT
 2454055.7109070001170039,      1.0581229,KELT
 2454055.7154319998808205,      1.0445081,KELT
 2454055.7199559998698533,      1.0287741,KELT
 2454055.7244730000384152,      1.0362676,KELT
 2454055.7289970000274479,      1.0453835,KELT
 2454055.7335199997760355,      1.0275426,KELT
 2454055.7384580001235008,      1.0119938,KELT
 2454055.7491959999315441,      1.0711995,KELT
 2454055.7545659998431802,      1.0239011,KELT
 2454055.7599289999343455,      1.0265453,KELT
 2454055.7652980000711977,      1.0407209,KELT
 2454056.5446777343750000,      1.0820403,WASP
 2454056.6473179999738932,      1.0273632,KELT
 2454056.6518370001576841,      1.0296555,KELT
 2454056.6563610001467168,      1.0209581,KELT
 2454056.6617229999974370,      1.0269277,KELT
 2454056.6670909998938441,      1.0630848,KELT
 2454056.6724539999850094,      1.0367650,KELT
 2454056.6778210001066327,      1.0413477,KELT
 2454056.6799240000545979,      0.9917545,KELT
 2454056.6844480000436306,      1.0167352,KELT
 2454056.6889720000326633,      1.0690062,KELT
 2454056.6934919999912381,      1.0328656,KELT
 2454056.6980150002054870,      1.0350089,KELT
 2454056.7025370001792908,      1.0175036,KELT
 2454056.7070559998974204,      1.0030349,KELT
 2454056.7115810001268983,      1.0156217,KELT
 2454056.7161050001159310,      1.0306711,KELT
 2454056.7206310001201928,      1.0379586,KELT
 2454056.7251539998687804,      1.0161180,KELT
 2454056.7296710000373423,      1.0302153,KELT
 2454056.7341959998011589,      0.9982141,KELT
 2454056.7391400001943111,      1.0101509,KELT
 2454056.7445080000907183,      0.9954371,KELT
 2454056.7498719999566674,      0.9505391,KELT
 2454056.7552410000935197,      1.0399443,KELT
 2454056.7606089999899268,      0.9865844,KELT
 2454057.3256999999284744,      0.9120100,AAVSO
 2454057.5416259765625000,      1.0719706,WASP
 2454057.6415280001237988,      1.0173438,KELT
 2454057.6460520001128316,      1.0342944,KELT
 2454057.6505749998614192,      1.0376532,KELT
 2454057.6559390001930296,      1.0228690,KELT
 2454057.6613019998185337,      1.0097455,KELT
 2454057.6666669999249279,      0.9910240,KELT
 2454057.6720360000617802,      0.9894182,KELT
 2454057.6773999999277294,      0.9965058,KELT
 2454057.6795029998756945,      1.0039219,KELT
 2454057.6840260000899434,      1.0066625,KELT
 2454057.6885420000180602,      1.0154634,KELT
 2454057.6930660000070930,      1.0165856,KELT
 2454057.6975870002061129,      1.0169976,KELT
 2454057.7021070001646876,      1.0454524,KELT
 2454057.7066310001537204,      0.9968647,KELT
 2454057.7111559999175370,      1.0050412,KELT
 2454057.7156810001470149,      1.0388764,KELT
 2454057.7202030001208186,      1.0229161,KELT
 2454057.7247219998389482,      1.0069587,KELT
 2454057.7292459998279810,      1.0402266,KELT
 2454057.7341889999806881,      1.0062876,KELT
 2454057.7449289998039603,      0.9968502,KELT
 2454057.7502910001203418,      1.0123016,KELT
 2454057.7556590000167489,      0.9439867,KELT
 2454057.7610289999283850,      1.0186714,KELT
 2454058.4021000000648201,      1.0000000,AAVSO
 2454058.6419230001047254,      1.0113554,KELT
 2454058.6464430000633001,      1.0053469,KELT
 2454058.6509630000218749,      0.9917904,KELT
 2454058.6563280001282692,      1.0128478,KELT
 2454058.6616969997994602,      1.0177282,KELT
 2454058.6670659999363124,      1.0115420,KELT
 2454058.6724290000274777,      1.0227655,KELT
 2454058.6745330002158880,      1.0337322,KELT
 2454058.6790570002049208,      0.9841927,KELT
 2454058.6835790001787245,      1.0351896,KELT
 2454058.6880970001220703,      1.0186850,KELT
 2454058.6926210001111031,      1.0383792,KELT
 2454058.6971470001153648,      0.9805642,KELT
 2454058.7016719998791814,      1.0193238,KELT
 2454058.7061939998529851,      1.0425087,KELT
 2454058.7107130000367761,      0.9993096,KELT
 2454058.7152370000258088,      1.0032101,KELT
 2454058.7197619997896254,      1.0096434,KELT
 2454058.7242850000038743,      1.0096623,KELT
 2454058.7288020001724362,      0.9800583,KELT
 2454058.7337480001151562,      0.9519939,KELT
 2454058.7444839999079704,      1.0284371,KELT
 2454058.7498479997739196,      0.9643129,KELT
 2454058.7552160001359880,      0.9582399,KELT
 2454059.3020999999716878,      1.0000000,AAVSO
 2454059.5850450000725687,      0.0215092,KELT
 2454059.5895670000463724,      0.0206742,KELT
 2454059.5940849999897182,      0.0519829,KELT
 2454059.5986080002039671,      0.0286599,KELT
 2454059.6031249999068677,      0.0344150,KELT
 2454059.6076489998959005,      0.0180074,KELT
 2454059.6121709998697042,      0.0255630,KELT
 2454059.6166900000534952,      0.0069314,KELT
 2454059.6212129998020828,      0.0194357,KELT
 2454059.6257360000163317,      0.0149352,KELT
 2454059.6302550002001226,      0.0253405,KELT
 2454059.6347799999639392,      0.0459046,KELT
 2454059.6393010001629591,      0.0190578,KELT
 2454059.6438190001063049,      0.0334913,KELT
 2454059.6483399998396635,      0.0260560,KELT
 2454059.6537040001712739,      0.0585533,KELT
 2454059.6590669997967780,      0.0206618,KELT
 2454059.6644339999184012,      0.0603126,KELT
 2454059.6665369998663664,      0.0515257,KELT
 2454059.6710600000806153,      0.0682980,KELT
 2454059.6755789997987449,      0.1140921,KELT
 2454059.6801029997877777,      0.0740601,KELT
 2454059.6846250002272427,      0.1118097,KELT
 2454059.6891439999453723,      0.0890258,KELT
 2454059.6936670001596212,      0.0886347,KELT
 2454059.6981899999082088,      0.0887622,KELT
 2454059.7027079998515546,      0.0952226,KELT
 2454059.7072319998405874,      0.1198582,KELT
 2454059.7117539998143911,      0.1219157,KELT
 2454059.7162729999981821,      0.1613631,KELT
 2454059.7207969999872148,      0.1434023,KELT
 2454059.7253180001862347,      0.1837097,KELT
 2454059.7302580000832677,      0.1334168,KELT
 2454059.7356239999644458,      0.1083993,KELT
 2454059.7409930001012981,      0.1304229,KELT
 2454059.7463549999520183,      0.1821202,KELT
 2454059.7517249998636544,      0.1581344,KELT
 2454060.5805290001444519,      1.0427103,KELT
 2454060.5850510001182556,      1.0517673,KELT
 2454060.5895690000616014,      1.0510124,KELT
 2454060.5940939998254180,      1.0067190,KELT
 2454060.5986170000396669,      1.0313448,KELT
 2454060.6031349999830127,      1.0336938,KELT
 2454060.6076589999720454,      1.0043287,KELT
 2454060.6121849999763072,      1.0353612,KELT
 2454060.6167100002057850,      0.9833944,KELT
 2454060.6212329999543726,      0.9825893,KELT
 2454060.6257500001229346,      0.9914072,KELT
 2454060.6302749998867512,      1.0071911,KELT
 2454060.6347960000857711,      1.0263801,KELT
 2454060.6393140000291169,      1.0148079,KELT
 2454060.6438400000333786,      1.0565163,KELT
 2454060.6492099999450147,      1.0526396,KELT
 2454060.6545810000970960,      1.0135843,KELT
 2454060.6599519997835159,      1.0272965,KELT
 2454060.6653220001608133,      0.9989510,KELT
 2454060.6674270001240075,      0.9942599,KELT
 2454060.6719470000825822,      1.0121952,KELT
 2454060.6764750001020730,      1.0299213,KELT
 2454060.6809939998202026,      0.9911242,KELT
 2454060.6855179998092353,      1.0521648,KELT
 2454060.6900399997830391,      1.0251691,KELT
 2454060.6945580001920462,      0.9967443,KELT
 2454060.6990809999406338,      1.0607284,KELT
 2454060.7057489999569952,      1.0158179,KELT
 2454060.7102720001712441,      1.0170254,KELT
 2454060.7147900001145899,      1.0240668,KELT
 2454060.7193129998631775,      1.0292383,KELT
 2454060.7238369998522103,      1.0191829,KELT
 2454060.7287829997949302,      1.0063429,KELT
 2454060.7395239998586476,      0.9716952,KELT
 2454060.7448929999954998,      1.0297456,KELT
 2454060.7502549998462200,      0.9726270,KELT
 2454061.3325999998487532,      0.9120100,AAVSO
 2454061.5805279999040067,      1.0153028,KELT
 2454061.5850510001182556,      1.0102478,KELT
 2454061.5895699998363853,      0.9755289,KELT
 2454061.5940950000658631,      1.0102577,KELT
 2454061.5986199998296797,      1.0562332,KELT
 2454061.6031450000591576,      1.0086762,KELT
 2454061.6076679998077452,      1.0282807,KELT
 2454061.6121840002015233,      1.0194079,KELT
 2454061.6167089999653399,      1.0142199,KELT
 2454061.6212309999391437,      1.0195858,KELT
 2454061.6257489998824894,      0.9990978,KELT
 2454061.6302740001119673,      1.0311646,KELT
 2454061.6348000001162291,      1.0078968,KELT
 2454061.6393260001204908,      1.0134451,KELT
 2454061.6446890002116561,      1.0135653,KELT
 2454061.6500570001080632,      1.0050049,KELT
 2454061.6554250000044703,      0.9882076,KELT
 2454061.6607949999161065,      1.0269470,KELT
 2454061.6628930000588298,      1.0047367,KELT
 2454061.6674150000326335,      0.9967729,KELT
 2454061.6719370000064373,      1.0596436,KELT
 2454061.6764630000106990,      1.0490203,KELT
 2454061.6809890000149608,      1.0358285,KELT
 2454061.6855139997787774,      1.0200371,KELT
 2454061.6900329999625683,      1.0520781,KELT
 2454061.6945569999516010,      1.0000000,KELT
 2454061.6990800001658499,      1.0203474,KELT
 2454061.7036040001548827,      1.0294938,KELT
 2454061.7081309999339283,      1.0220876,KELT
 2454061.7110600001178682,      1.0471284,Catalina
 2454061.7126549999229610,      1.0282625,KELT
 2454061.7171740001067519,      0.9718865,KELT
 2454061.7197199999354780,      1.0665958,Catalina
 2454061.7221180000342429,      0.9685775,KELT
 2454061.7274879999458790,      1.0063339,KELT
 2454061.7283499999903142,      1.0665958,Catalina
 2454061.7328570000827312,      0.9689615,KELT
 2454061.7369900001212955,      1.0665958,Catalina
 2454061.7382260002195835,      0.9783593,KELT
 2454061.7435969999060035,      1.0237325,KELT
 2454064.3100585937500000,      0.7532585,WASP
 2454064.3123779296875000,      0.7385460,WASP
 2454064.3148193359375000,      0.7436183,WASP
 2454064.3172607421875000,      0.7335014,WASP
 2454064.3195800781250000,      0.7437848,WASP
 2454064.3227539062500000,      0.7311555,WASP
 2454064.3260498046875000,      0.7302510,WASP
 2454064.3302001953125000,      0.7452412,WASP
 2454064.3333740234375000,      0.8114347,WASP
 2454064.3488769531250000,      0.7222020,WASP
 2454064.3529052734375000,      0.7237150,WASP
 2454064.3562011718750000,      0.7288999,WASP
 2454064.3593750000000000,      0.7147133,WASP
 2454064.3632812500000000,      0.7129388,WASP
 2454064.3682861328125000,      0.7175955,WASP
 2454064.3721923828125000,      0.6952176,WASP
 2454064.3762207031250000,      0.7083811,WASP
 2454064.3809814453125000,      0.7070693,WASP
 2454065.3092041015625000,      0.3115602,WASP
 2454065.3116455078125000,      0.3214112,WASP
 2454065.3139648437500000,      0.3065724,WASP
 2454065.3164062500000000,      0.3173012,WASP
 2454065.3198242187500000,      0.3054686,WASP
 2454065.3229980468750000,      0.3023857,WASP
 2454065.3270263671875000,      0.2946712,WASP
 2454065.3303222656250000,      0.2999628,WASP
 2454065.3334960937500000,      0.2928703,WASP
 2454065.3367919921875000,      0.2776312,WASP
 2454065.3400878906250000,      0.2775067,WASP
 2454065.3441162109375000,      0.2699540,WASP
 2454065.3483886718750000,      0.2657244,WASP
 2454065.3515625000000000,      0.2653527,WASP
 2454065.3547363281250000,      0.2636965,WASP
 2454065.3729248046875000,      0.2418695,WASP
 2454065.3778076171875000,      0.2309394,WASP
 2454065.3817138671875000,      0.2189866,WASP
 2454065.3857421875000000,      0.2207313,WASP
 2454065.3897705078125000,      0.2111744,WASP
 2454065.3945312500000000,      0.2102140,WASP
 2454065.3992919921875000,      0.2079074,WASP
 2454065.4040527343750000,      0.2003950,WASP
 2454065.4086914062500000,      0.1908831,WASP
 2454065.4143066406250000,      0.1861764,WASP
 2454065.4190673828125000,      0.1946613,WASP
 2454065.4238281250000000,      0.1889322,WASP
 2454065.4287109375000000,      0.1860011,WASP
 2454066.3818999999202788,      0.1737800,AAVSO
 2454066.5169677734375000,      0.1241040,WASP
 2454066.5843340000137687,      0.0150166,KELT
 2454066.5888510001823306,      0.0172200,KELT
 2454066.5978990001603961,      0.0047305,KELT
 2454066.6024170001037419,      0.0149191,KELT
 2454066.6069419998675585,      0.0174926,KELT
 2454066.6159890000708401,      0.0139838,KELT
 2454066.6250319997780025,      0.0245288,KELT
 2454066.6295560002326965,      0.0544738,KELT
 2454066.6349200000986457,      0.0060200,KELT
 2454066.6402889997698367,      0.0116619,KELT
 2454066.6456579999066889,      0.0063330,KELT
 2454066.6477620000950992,      0.0026275,KELT
 2454066.6522780000232160,      0.0143993,KELT
 2454066.6568020000122488,      0.0047756,KELT
 2454066.6613250002264977,      0.0108811,KELT
 2454066.6658490002155304,      0.0400859,KELT
 2454066.6703650001436472,      0.0676812,KELT
 2454066.6794059998355806,      0.0616845,KELT
 2454066.6884519997984171,      0.0282988,KELT
 2454066.6929720002226532,      0.0056456,KELT
 2454066.6974969999864697,      0.0332209,KELT
 2454066.7020209999755025,      0.1012280,KELT
 2454066.7065469999797642,      0.0269841,KELT
 2454067.4443999999202788,      0.1584892,AAVSO
 2454067.5140380859375000,      0.1785757,WASP
 2454068.5113525390625000,      0.1715960,WASP
 2454069.2340000001713634,      0.3981071,AAVSO
 2454069.3054199218750000,      0.5284942,WASP
 2454069.3077392578125000,      0.5378926,WASP
 2454069.3101806640625000,      0.5415390,WASP
 2454069.3126220703125000,      0.5076649,WASP
 2454069.3157958984375000,      0.5144994,WASP
 2454069.3181152343750000,      0.5500943,WASP
 2454069.3205566406250000,      0.5274777,WASP
 2454069.3229980468750000,      0.5327109,WASP
 2454069.3254394531250000,      0.5356258,WASP
 2454069.3280029296875000,      0.5212942,WASP
 2454069.3310546875000000,      0.5197037,WASP
 2454069.3334960937500000,      0.5329243,WASP
 2454069.3367919921875000,      0.5402755,WASP
 2454069.3392333984375000,      0.5375169,WASP
 2454069.3416748046875000,      0.5363952,WASP
 2454069.3441162109375000,      0.5229521,WASP
 2454069.3464355468750000,      0.5453961,WASP
 2454069.3496093750000000,      0.5404266,WASP
 2454069.3527832031250000,      0.5385437,WASP
 2454069.3559570312500000,      0.5452040,WASP
 2454069.3591308593750000,      0.5300474,WASP
 2454069.3621826171875000,      0.5441087,WASP
 2454069.3653564453125000,      0.5534622,WASP
 2454069.3695068359375000,      0.5607740,WASP
 2454069.3728027343750000,      0.5503845,WASP
 2454069.3760986328125000,      0.5638068,WASP
 2454069.3801269531250000,      0.5528783,WASP
 2454069.3833007812500000,      0.5444208,WASP
 2454069.3864746093750000,      0.5386549,WASP
 2454069.3903808593750000,      0.5429682,WASP
 2454069.3942871093750000,      0.5630174,WASP
 2454069.3983154296875000,      0.5480791,WASP
 2454069.4030761718750000,      0.5547732,WASP
 2454069.4071044921875000,      0.5810060,WASP
 2454069.4111328125000000,      0.5553600,WASP
 2454069.4151611328125000,      0.5630869,WASP
 2454069.4191894531250000,      0.5571027,WASP
 2454069.4238281250000000,      0.5679836,WASP
 2454069.4278564453125000,      0.5653358,WASP
 2454069.4326171875000000,      0.5811802,WASP
 2454069.4372558593750000,      0.5841396,WASP
